s_1_1;s_218_1;s_219_1;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_19;s_23;s_191_1;s_191_2;s_191_3;s_191_4;s_191_5;s_84;s_85;s_86;s_87;s_173;s_192;s_227;s_228;s_229;s_230;s_231;s_232;s_233;s_234;s_235;s_236;s_284;s_285;s_286;s_287;s_288;s_336;s_337;s_338;s_339;s_340;s_341;s_342;s_343;s_111;s_391;s_392;s_393;s_394;s_395;s_396;s_397;s_398;s_399;s_401;s_410;s_421;s_427;s_436;s_446;s_460;s_461;s_112;s_200;s_217;s_204;s_205;s_206;s_207;s_208;s_209;s_210;s_211;s_216;s_143;s_144;s_145;s_146;s_147;s_148;s_149;lang;stato_1;stato_2;stato_3;stato_4;stato_5
1;1;1;1;1;63;COLOMBIA;5;1;3;40;3;1;1;1;0;0;2;2;1;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;LA ESTANCIA EN MI CASA QUE ES UN ESPACIO DE 160 MT  2 ES SUFICIENTE PARA ESTAR DISTRAÍDO ADEMAS DE  M I TRABAJO COMO PROFESIONAL INDEPENDIENTE SE HA VISTO DISMINUIDO  EN UN 10 %  Y LA ACTIVIDAD DE LAS PERSONAS QUE CONVIVEN CONMIGO SON TELETRABAJO  Y DROGUERIA  NO PERJUDICAN EN RELACION A CONVIVENCIA POR  ESTAR OCUPADOS  CADA UNO EN LO  SUYO;1;1;2;1;1;2;1;3;0;0;0;1;0
1;1;1;1;1;24;Colombia;4;1;3;28;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;3;31;Thailand;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;37;Colombia;3;1;3;25;1;1;1;0;0;1;5;4;2;6;2;2;2;2;4;5;7;6;2;5;2;4;;;;;;;;;;;;;;;4;5;4;2;5;3;2;2;2;2;1;1;2;2;2;4;3;;1;1;3;;3;;2;;4;;;2;2;2;2;2;2;3;3;0;0;0;1;0
1;1;1;1;1;45;Colombia;5;1;3;33;1;1;1;1;0;1;4;4;3;5;1;1;1;1;1;1;1;4;1;5;1;1;4;1;4;1;1;;;;;;;;;;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;;2;2;;;;;;;;;;1;1;1;2;1;2;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;23;Colombia;4;2;3;35;3;1;1;1;1;1;4;4;2;5;2;2;6;3;4;2;6;5;5;5;3;2;3;3;2;2;2;3;3;4;3;5;5;2;2;Estrategia;5;5;4;3;5;2;1;5;5;4;5;5;2;1;3;5;4;;1;1;2;No me gusta compartir bromas sobre covid-19;2;;2;;4;Disipación;;2;2;3;3;2;3;2;3;0;0;0;1;0
1;1;1;1;2;30;Venezuela;4;2;3;35;3;1;1;0;0;0;4;5;2;4;2;2;6;5;6;2;6;4;4;4;5;2;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;2;4;5;;1;1;3;Es importante la reflexión;5;Ayuda a sobrellevar la situación;5;Ayuda a sobrellevar la situación;4;El humor es bueno;;3;2;3;2;1;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;;Colombia;3;2;4;31;3;1;1;0;1;1;4;4;2;5;1;1;4;2;3;7;5;1;5;2;3;2;;;;;;6;3;5;5;6;4;5;5;Fighting/ Rhythym;3;4;6;1;5;1;1;6;4;4;7;2;7;7;4;4;3;Distrust the WHO, they helped spread the CCP's lies about the coronavirus;1;1;3;Having something laugh about in the dire situation we're all in;2;Repetitive and most of the times, uncreative;3;Ehh, everyone can relate to it i guess?;4;Dont want to make my sense of humor stale, boring and predictable;Nah;3;2;4;3;1;3;1;2;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;36;Colombia;5;1;2;32;2;1;1;1;0;1;5;5;3;5;2;1;4;2;4;2;2;4;2;5;3;1;4;3;2;1;1;;;;;;;;;;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1;4;1;;1;2;;;3;;;;;;;1;1;2;1;1;2;1;3;0;0;0;1;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0
1;1;1;1;2;18;Colombia;2;2;;37;2;1;1;0;1;1;5;6;5;6;7;2;5;5;5;5;5;4;3;4;4;2;;;;;;4;4;4;4;5;5;3;4;;4;5;5;4;5;3;2;4;7;4;3;3;3;3;4;4;4;;1;1;3;;2;;2;;5;;;3;2;2;3;2;3;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
1;1;1;1;2;38;Thailand;5;1;2;31;1;1;1;1;0;1;1;2;1;5;2;2;5;4;1;1;1;6;2;6;2;2;2;2;1;2;2;;;;;;;;;;4;3;1;1;4;4;2;3;3;3;1;2;1;1;1;3;3;;2;2;;;;;;;;;;1;4;1;1;1;1;1;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;31;Colombia;4;1;3;45;2;1;1;1;1;1;5;4;2;4;2;1;5;4;4;5;2;1;4;4;3;2;5;4;4;1;1;4;1;3;1;4;3;1;1;;2;5;3;2;1;1;1;2;1;1;3;5;2;4;6;4;1;;1;1;2;;2;;2;;3;;;2;1;1;2;2;2;1;3;0;0;0;1;0
1;1;1;1;2;33;Colombia;4;2;1;43;2;1;1;1;1;1;5;3;2;6;2;2;6;3;3;1;5;6;6;4;3;4;2;2;2;2;2;5;5;4;4;4;5;4;2;Parchis  Mario bross  Stop    Me gusta estar conectada con amigos;6;6;6;4;5;5;4;6;6;6;2;4;5;3;2;3;6;;1;1;2;No quiero generar pánico;3;;3;;3;;;4;3;4;4;3;4;4;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;26;Thailand;5;1;1;38;4;1;1;1;1;1;4;4;4;4;3;2;4;3;5;4;4;4;4;2;7;2;6;5;;5;2;4;4;3;4;4;4;3;2;harvesting, farming;6;5;5;5;4;4;2;4;5;4;3;4;3;2;3;5;5;thanks;1;1;5;;5;;5;;5;;;4;4;4;4;3;4;3;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;30;Thailand;5;2;3;73;;1;1;1;0;1;4;6;1;4;2;5;5;5;6;6;2;4;3;5;5;5;5;2;5;5;5;;;;;;;;;;6;4;5;1;5;2;1;4;3;3;7;7;7;7;7;5;1;;1;1;3;;1;;1;;3;;;2;4;3;2;1;1;1;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;36;Mexico;5;2;4;33;0;1;1;1;0;0;6;6;1;5;2;1;1;1;4;1;4;;6;6;7;7;6;5;1;2;1;;;;;;;;;;;;;;;;;;;;7;7;7;7;7;2;2;creo que las situaciones más difíciles de la cuarentena son los momentos de tristeza y desespero que sobrevienen al reconocer la incertidumbre frente al futuro, la falta de información clara en mi país (Colombia), la corrupción respecto a los dineros robados aún en esta situación de emergencia, la discriminación frente a los compatriotas del sector salud, el hacinamiento y contagio en las cárceles, y un largo etc... creo que la tristeza es resultado de la sensación de injusticia e impotencia.;2;2;;;;;;;;;Espero que esta situación nos revitalice como sociedad para reivindicar nuestros derechos como ciudadanos porque en pocas semanas se empezará a ver una crisis mucho más aguda respecto a la desigualdad social del país;2;2;1;2;1;1;1;3;0;0;0;1;0
1;1;1;1;2;22;Colombia;4;2;4;35;3;1;1;1;1;1;2;1;2;2;1;1;5;2;4;1;2;1;4;6;2;1;2;2;2;2;2;6;6;6;5;6;2;1;1;Calle of dutty y parchis;5;5;2;2;2;2;1;2;6;5;2;5;2;2;5;6;2;La mayoría del tiempo en cuarentena lo he pasado en cursos que ayudan en mi carrera de psicología;1;2;;;3;Enfrentar la situación con humor;;;;;;2;1;2;2;2;3;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;;Colombia;4;2;4;30;4;1;1;1;1;1;1;1;1;1;1;1;4;1;4;1;1;4;4;6;1;1;5;1;4;1;1;4;1;1;4;1;1;1;1;Juegos de preguntas y de escape room;2;5;4;1;6;2;1;1;1;4;4;4;1;4;4;1;1;;1;1;5;Porque es bueno llevar a la reflexión;5;Porque es bueno verle el lado gracioso;5;Porque hacen más gracias ya que es el tema más importante actualmente;5;Es bueno compartir de todo un poco;;1;1;1;1;1;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;27;Colombia;4;1;1;22;5;1;1;0;0;0;4;4;4;4;4;4;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;41;Colombia;5;1;1;34;2;1;1;0;0;0;6;6;3;6;1;1;4;4;2;1;1;6;1;5;4;2;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;4;2;Buen trabajo y muchos éxitos!;1;1;3;Han salido cosas muy creativas y divertidas frente al tema, canciones y cosas asi;3;Me hacen reír de la realidad y como asumir todo con un poco de humor, sin restarle su debida importancia.;3;Creo que se van a divertir como yo y eso minimiza la tensión del ambiente.;4;Para hacer reír a mis amigos;;3;2;4;3;3;4;4;3;0;0;0;1;0
1;1;1;1;2;36;Colombia;5;1;1;76;3;1;1;1;0;1;2;4;1;4;2;1;1;4;1;1;1;5;3;5;1;1;3;1;1;1;1;;;;;;;;;;6;4;3;1;1;1;1;5;4;1;6;3;5;6;3;6;2;Gracias;1;1;5;Fomenta el buen humor;4;Fomentar el buen humor;5;Fomentar el buen humor;3;Fomentar el buen humor;Gracias;2;2;2;3;1;2;1;3;0;0;0;1;0
1;1;1;1;2;50;Denmark;5;1;2;50;4;1;1;1;1;1;1;2;1;3;1;1;2;3;2;1;1;4;1;6;2;1;1;2;1;1;1;3;2;2;3;1;1;1;1;Leisure games, time management - mainly if it involves looking after a restaurant, and hidden objekts. Same as always actually.;3;5;2;1;2;1;1;1;1;1;1;1;1;1;1;5;1;I think you might overlook the aspect of being quaratined with somebody means that putting on headphones and watching a movie means a break from the pressure of having to be socially available non stop! Plus, I work at a uni. We work more than we did before lockdown, trying to get 40000 people to understand the same technology at the same time. When I close my computer, I don?t have time to unwind and put down the workday before making dinner by letting off steam at the gym or go for a drink with colleagues. The greatest strain is having to be patient and loving and professional and have little room of your own for more than 50 days tbh.;2;2;;;;;;;;;;1;1;1;1;1;2;1;2;0;0;0;1;0
1;1;1;1;2;24;Colombia;8;2;1;40;3;1;1;0;0;1;2;2;2;4;1;1;6;2;5;7;5;4;5;5;6;6;;;;;;;;;;;;;;;6;1;5;2;2;2;4;6;6;6;5;5;5;6;6;1;6;Siento que Las redes sociales y la televisión me generan mucha ansiedad y me siento muy mal porque siento que pierdo tiempo de mi vida.;1;1;3;Algunos son chistosos;4;En este país hay muchas ocurrencias graciosas;3;;2;;;4;2;4;3;2;4;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;1;0;0;0
1;1;1;1;2;34;Thailand;8;1;3;7;2;1;1;0;0;1;4;4;2;4;2;1;4;3;4;1;2;6;4;4;1;1;;;;;;;;;;;;;;;4;5;6;1;5;4;3;2;3;4;1;1;1;6;2;5;2;;1;1;1;;3;;2;;3;;;1;2;2;1;1;1;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;24;Colombia;4;1;3;31;4;1;1;1;1;0;1;1;1;1;1;1;5;2;5;2;5;1;6;1;1;1;5;2;5;2;2;5;5;5;5;5;5;2;2;Juegos multijugador;;;;;;;;;;;6;2;5;2;5;5;2;;2;2;;;;;;;;;;2;2;2;2;2;1;1;3;0;0;0;1;0
1;1;1;1;1;39;Panama;5;1;1;20;6;1;1;1;1;1;6;6;6;6;1;1;6;6;6;6;6;6;1;1;6;6;6;6;6;6;6;1;;1;1;1;1;1;1;ROL online , MOBA;5;4;4;1;1;1;1;2;2;1;6;6;6;1;4;5;5;;1;2;;;2;;;;;;;4;4;4;4;4;4;4;3;0;0;0;1;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;35;Thailand;3;1;3;;6;1;1;1;1;0;3;3;3;4;3;1;5;4;6;3;3;6;4;4;3;2;3;3;6;3;1;7;7;7;7;7;7;7;7;;;;;;;;;;;;1;4;3;7;4;4;2;;1;1;3;??????????????;3;??????;3;????????????????? ??????????????????;3;???????????;;2;3;4;2;1;2;4;7;0;0;0;1;0
1;1;1;1;2;20;Denmark;3;2;4;61;3;1;1;0;1;1;5;5;2;5;1;1;6;4;4;2;2;2;4;5;4;3;;;;;;1;1;2;2;1;1;1;1;;4;5;5;2;3;2;1;4;4;4;1;1;1;1;1;5;4;;1;1;2;I prefer dank memes;5;Approaching it in that manner makes me feel better about it, as it makes it seem less serious;5;My friends have the same approach to them as me so we share them mutually;5;Not everything has to be about covid all the time, it can get tiring;;2;2;2;3;1;3;2;2;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;43;Thailand;5;2;1;90;7;1;1;1;1;1;4;5;2;5;2;2;4;2;4;3;3;5;3;4;2;3;4;3;5;3;2;4;3;3;5;2;3;4;5;;4;5;6;2;6;5;2;4;2;4;3;4;5;5;5;4;3;;1;1;4;??????????;4;??????????;4;??????????;4;??????????;????????????????????????????????19 ?????????????? ????????????????? ???? ??????? ?????????;1;4;2;1;1;1;2;7;0;0;0;1;0
1;1;1;1;1;31;Colombia;4;1;3;33;;1;0;1;1;1;2;6;1;2;1;3;;;;;;;;;;;5;4;3;2;2;6;5;3;6;3;1;2;2;Adventure  Online Multiplayer;6;5;6;1;5;5;1;4;4;2;7;7;7;7;7;6;3;;1;1;5;its fun;5;its fun;5;its fun;5;its fun;;4;;4;2;2;1;1;2;0;0;0;1;0
1;1;1;1;2;29;Colombia;4;2;1;30;2;1;1;0;0;1;1;5;1;7;2;1;6;5;4;2;5;5;4;5;4;2;;;;;;;;;;;;;;;6;5;4;4;5;2;1;4;4;4;1;4;1;1;5;4;4;;1;1;4;;4;;4;;4;;;2;2;2;3;3;3;2;3;0;0;0;1;0
1;1;1;1;2;22;Thailand;8;2;4;25;3;0;1;0;1;1;;;;;;;4;3;6;1;3;4;4;3;4;2;;;;;;5;4;4;6;2;3;4;1;Simulator, Music;6;6;6;2;5;5;2;5;5;4;3;3;1;1;3;4;4;;1;1;3;???????????????????????? ?????????????????????????????????????? ????????????? ????????????????????????????????????????????;4;?????????????????? ?????????????????????????????????????????? ???????????????????????????????????????;3;??????????????????????????????????;5;??????????????????????????????????????? ??????????????? ?????????????????????????????????????;;3;2;3;3;2;3;2;7;0;0;0;1;0
1;1;1;1;1;25;Colombia;4;2;1;25;2;1;1;1;1;1;6;6;3;4;1;1;1;1;3;4;1;1;4;4;1;1;4;3;2;3;1;4;1;1;4;1;1;5;5;;4;6;2;1;6;1;1;2;1;2;3;4;1;1;5;6;4;;1;1;2;;3;;3;;3;;;2;1;1;2;1;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;28;Thailand;5;1;2;;;1;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;36;USA;8;2;1;33;5;1;1;1;1;1;2;6;5;4;7;2;6;6;6;4;6;2;5;1;5;5;3;2;6;5;7;5;3;7;5;7;5;5;7;;5;5;5;5;2;2;2;5;4;5;2;5;5;5;4;;;;1;1;1;;3;;3;;5;;;4;3;2;2;3;2;4;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
1;1;1;1;2;19;Colombia;3;2;4;48;4;1;0;1;0;1;2;5;4;2;1;1;;;;;;;;;;;1;1;1;1;1;;;;;;;;;;6;4;5;4;1;1;1;1;1;1;2;2;2;6;6;5;5;;1;1;1;Qué estres hacerlo;1;No tiene sentido;1;no;5;Porque es para reirme, el coronavirus no causa risa;;2;1;2;2;2;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;29;Colombia;4;1;3;22;2;1;0;1;1;1;5;3;4;5;1;1;;;;;;;;;;;4;3;4;2;2;5;6;5;5;5;3;2;2;juegos de peleas online y juegos shooter;4;3;5;3;5;4;1;2;2;1;3;2;2;2;4;6;2;hay personas que no estan acostumbradas a estar en aislamiento por el cual hacen que se desestabilicen o simplemente se desesperen.    en mi caso, yo estoy acotumbrado a estar en casa y siempre buscar que hacer con alguna de las tecnoligas o medios mencionados, por ende, la cuarentena no me ha afectado casi, sumando que puedo trabajar desde casa con la misma o mejor concentracion que en el trabajo por la disciplina adquirida previamente;1;1;3;;4;hay que sacarle el lado chistoso a esta complicada situación mundial;4;;4;;;1;1;2;2;1;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;29;Thailand;8;1;1;31;2;1;1;0;0;1;5;4;5;5;2;2;4;4;6;4;4;3;6;2;4;2;;;;;;;;;;;;;;;6;3;5;3;4;4;1;5;4;4;1;4;2;1;2;5;3;;1;2;;;3;;;;;;;2;3;3;3;2;4;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
